"YR_MTH","VEHICLE_CLASS_CODE","CODE","NO_VALID_LEARNER","NO_VALID_FULL_LIC","NO_EXP_LEARNER","NO_EXP_NOVER_3YR","NO_EXP_OVER_3YR"
"202208","7","16",761,33265,5200,345,4503
"202208","32","17",198,25965,1761,1696,4297
"202208","28","18",7175,183252,129849,12119,64240
"202208","29","19",9487,91291,228111,8788,56365
"202208","33","20",1620,42886,57638,2224,5671
"202208","6","21",0,16970,0,505,1037
"202208","34","22",11151,306641,76073,27823,72912
"202209","34","22",11092,307186,76300,27766,73545
"202209","6","21",0,17034,0,508,1049
"202209","33","20",1633,42896,57698,2161,5767
"202209","29","19",9251,91255,228622,8638,56665
"202209","28","18",6967,183299,130212,11866,64682
"202209","32","17",196,25993,1770,1676,4361
"202209","7","16",800,33366,5207,325,4523
"202209","31","15",0,0,1,0,4
"202209","30","10",8463,136692,188202,7372,29049
"202209","4","9",7830,138062,187489,7319,24458
"202209","3","6",0,203596,0,20867,84051
"202209","9","5",5880,166859,71906,12620,71657
"202209","10","4",5393,177739,66200,13322,76385
"202209","2","3",11114,307176,86168,27765,99567
"202209","27","2",52745,1416508,607111,130663,724625
"202209","1","1",66090,2327446,432085,212934,895584
"202210","34","22",11072,307673,76548,27694,74190
"202210","6","21",0,17103,0,503,1065
"202210","27","2",52030,1417114,608923,129516,727670
"202210","2","3",11092,307663,86417,27693,100212
"202210","10","4",5394,177641,66380,13173,76822
"202210","9","5",5901,166740,72102,12478,72078
"202210","3","6",0,203648,0,20627,84665
"202210","4","9",7824,138106,187764,7200,24721
"202210","30","10",8465,136689,188514,7258,29311
"202210","31","15",0,0,1,0,4
"202210","7","16",845,33524,5206,315,4535
"202210","32","17",199,26028,1776,1664,4412
"202210","28","18",6880,183314,130479,11681,65102
"202210","29","19",9215,91169,228976,8551,56958
"202210","33","20",1646,42927,57729,2089,5860
"202210","1","1",65123,2330488,433508,211846,900297
"202211","6","21",0,17150,0,495,1085
"202211","33","20",1664,42942,57762,2040,5948
"202211","29","19",9041,91104,229426,8463,57225
"202211","28","18",6694,183360,130781,11503,65505
"202211","32","17",194,26075,1785,1639,4464
"202211","7","16",1029,33636,5200,296,4552
"202211","31","15",0,0,1,0,4
"202211","30","10",8324,136731,188938,7116,29563
"202211","4","9",7684,138196,188147,7057,24970
"202211","3","6",0,203908,0,20324,85243
"202211","9","5",5863,166698,72376,12292,72473
"202211","10","4",5328,177623,66642,12977,77232
"202211","2","3",10877,308364,86749,27614,100854
"202211","27","2",51303,1418145,610812,128300,730631
"202211","1","1",64043,2334301,435219,210708,905008
"202211","34","22",10859,308374,76879,27615,74833
"202212","1","1",62873,2337746,436750,209620,909523
"202212","34","22",10766,308997,77130,27514,75455
"202212","2","3",10784,308987,87000,27513,101476
"202212","10","4",5266,177563,66825,12795,77654
"202212","9","5",5822,166614,72569,12133,72869
"202212","3","6",0,204042,0,20158,85817
"202212","4","9",7566,138231,188441,6952,25218
"202212","30","10",8222,136728,189253,7012,29810
"202212","31","15",0,0,1,0,4
"202212","7","16",938,33792,5233,272,4575
"202212","32","17",166,26113,1794,1607,4526
"202212","28","18",6587,183327,131009,11349,65901
"202212","29","19",8884,91028,229789,8393,57483
"202212","33","20",1643,42939,57823,2008,6030
"202212","6","21",0,17175,0,491,1105
"202212","27","2",50781,1418693,612453,127274,733647
"202301","1","1",61998,2340782,438544,208631,913973
"202301","27","2",50192,1419303,614241,126118,736626
"202301","2","3",10835,309574,87168,27440,102031
"202301","34","22",10817,309582,77298,27443,76012
"202301","10","4",5200,177508,66983,12601,78041
"202301","9","5",5785,166529,72733,11948,73235
"202301","3","6",0,204115,0,19949,86361
"202301","4","9",7498,138268,188648,6827,25445
"202301","30","10",8171,136720,189486,6889,30039
"202301","31","15",0,0,1,0,4
"202301","7","16",995,33909,5223,250,4593
"202301","32","17",162,26129,1803,1588,4573
"202301","28","18",6495,183324,131165,11179,66274
"202301","29","19",8820,90967,230011,8288,57743
"202301","33","20",1615,42987,57853,1951,6106
"202301","6","21",0,17204,0,472,1129
"202302","1","1",63410,2347748,438359,204598,918723
"202302","27","2",51594,1421384,614360,123164,739865
"202302","2","3",11077,311036,87081,26864,102573
"202302","10","4",5543,177601,66870,12248,78463
"202302","9","5",6180,166588,72596,11623,73636
"202302","3","6",0,204431,0,19420,87021
"202302","4","9",7989,138408,188465,6611,25686
"202302","30","10",8710,136825,189294,6675,30279
"202302","31","15",0,0,1,0,4
"202302","7","16",952,34097,5209,224,4608
"202302","32","17",186,26162,1804,1546,4632
"202302","28","18",6840,183517,131043,10840,66664
"202302","29","19",9374,91030,229790,8094,57993
"202302","33","20",1740,43038,57801,1869,6195
"202302","6","21",0,17227,0,445,1157
"202302","34","22",11059,311042,77211,26869,76557
"202303","1","1",63551,2355541,438448,199482,924728
"202303","27","2",52216,1423175,614747,119527,743845
"202303","2","3",11261,312892,87100,26223,103355
"202303","10","4",5833,177673,66789,11879,78971
"202303","9","5",6504,166646,72499,11261,74123
"202303","3","6",0,204823,0,18828,87722
"202303","4","9",8447,138552,188309,6393,25968
"202303","30","10",9214,136918,189150,6457,30562
"202303","31","15",0,0,1,0,4
"202303","7","16",896,34254,5191,194,4636
"202303","32","17",225,26204,1802,1506,4696
"202303","28","18",7176,183698,130931,10483,67137
"202303","29","19",9903,91051,229605,7877,58310
"202303","33","20",1843,43086,57772,1782,6293
"202303","6","21",0,17251,0,426,1173
"202303","34","22",11244,312898,77233,26228,77339
"202304","1","1",62408,2359838,440304,196964,929135
"202304","27","2",51451,1423782,616696,117547,746673
"202304","2","3",11347,313959,87130,25992,103954
"202304","10","4",5787,177686,66963,11721,79258
"202304","9","5",6453,166659,72677,11111,74395
"202304","3","6",0,205061,0,18533,88176
"202304","4","9",8479,138624,188489,6301,26123
"202304","30","10",9215,136991,189360,6361,30720
"202304","31","15",0,0,1,0,4
"202304","7","16",908,34372,5177,186,4646
"202304","32","17",240,26238,1808,1472,4746
"202304","28","18",7161,183850,131074,10295,67407
"202304","29","19",9934,91063,229826,7765,58497
"202304","33","20",1912,43107,57801,1738,6344
"202304","6","21",0,17268,0,419,1184
"202304","34","22",11331,313965,77264,25997,77939
"202305","1","1",61525,2366259,441345,194153,933689
"202305","27","2",50742,1425321,618468,115503,749469
"202305","2","3",10887,315302,87700,25761,104533
"202305","10","4",5371,177742,67529,11569,79570
"202305","9","5",6053,166685,73255,10966,74687
"202305","3","6",0,205376,0,18220,88663
"202305","4","9",7889,138759,189313,6204,26296
"202305","30","10",8633,137072,190227,6273,30891
"202305","31","15",0,0,1,0,4
"202305","7","16",868,34519,5170,181,4651
"202305","32","17",265,26291,1813,1454,4787
"202305","28","18",6705,183955,131715,10156,67692
"202305","29","19",9208,91087,230838,7668,58699
"202305","33","20",1807,43153,57987,1711,6390
"202305","6","21",0,17305,0,413,1193
"202305","34","22",10871,315308,77836,25766,78519
"202306","1","1",60812,2373292,442138,191545,938508
"202306","27","2",50450,1426795,619892,113663,752548
"202306","2","3",10840,316376,87949,25573,105171
"202306","10","4",5124,177708,67936,11505,79880
"202306","9","5",5817,166604,73697,10919,74975
"202306","3","6",0,205672,0,17961,89201
"202306","4","9",7536,138840,189890,6180,26448
"202306","30","10",8282,137092,190856,6252,31045
"202306","31","15",0,0,1,0,4
"202306","7","16",825,34665,5176,177,4651
"202306","32","17",287,26342,1818,1447,4821
"202306","28","18",6395,184020,132151,10111,67967
"202306","29","19",8786,91037,231502,7652,58902
"202306","33","20",1785,43164,58083,1703,6438
"202306","6","21",0,17344,0,424,1201
"202306","34","22",10825,316382,78084,25578,79157
"202307","1","1",60354,2379630,443085,189919,943210
"202307","27","2",50254,1427923,621398,112235,755563
"202307","2","3",10610,317443,88226,25482,105785
"202307","10","4",4954,177706,68244,11395,80211
"202307","9","5",5694,166551,74019,10817,75290
"202307","3","6",0,205808,0,17780,89709
"202307","4","9",7319,138945,190312,6126,26614
"202307","30","10",8082,137123,191333,6200,31213
"202307","31","15",0,0,1,0,4
"202307","7","16",819,34802,5217,179,4652
"202307","32","17",306,26396,1824,1434,4861
"202307","28","18",6169,184085,132494,10019,68276
"202307","29","19",8503,90986,232006,7582,59148
"202307","33","20",1791,43180,58161,1681,6491
"202307","6","21",0,17369,0,426,1214
"202307","34","22",10593,317449,78363,25487,79771
"202308","10","4",4834,177714,68516,11372,80496
"202308","9","5",5590,166522,74328,10796,75559
"202308","3","6",0,206115,0,17675,90160
"202308","4","9",7211,139069,190690,6135,26749
"202308","30","10",7979,137189,191758,6208,31350
"202308","31","15",0,0,1,0,4
"202308","7","16",808,34927,5224,166,4659
"202308","32","17",316,26470,1830,1438,4884
"202308","28","18",6033,184149,132798,10001,68549
"202308","29","19",8363,90936,232455,7562,59359
"202308","33","20",1795,43169,58252,1699,6540
"202308","6","21",0,17386,0,423,1226
"202308","34","22",10380,318740,78576,25300,80412
"202308","1","1",60369,2387439,443223,187984,947834
"202308","27","2",50552,1429494,622336,110808,758476
"202308","2","3",10397,318734,88438,25294,106425
"202309","1","1",60610,2393312,443550,187001,952264
"202309","34","22",10197,319887,78842,25225,81018
"202309","6","21",0,17426,0,412,1241
"202309","33","20",1779,43166,58343,1692,6586
"202309","29","19",8211,90803,232879,7585,59561
"202309","28","18",5921,184115,133035,10031,68816
"202309","32","17",340,26520,1836,1454,4915
"202309","7","16",807,34984,5225,167,4663
"202309","31","15",0,0,1,0,4
"202309","30","10",7828,137208,192123,6226,31511
"202309","4","9",7067,139116,191022,6153,26908
"202309","3","6",0,206216,0,17642,90609
"202309","9","5",5491,166393,74595,10825,75845
"202309","10","4",4729,177607,68757,11401,80794
"202309","2","3",10217,319883,88700,25219,107028
"202309","27","2",50888,1430136,623370,110008,761207
"202310","31","15",0,0,1,0,4
"202310","9","5",5418,166187,74856,10860,76151
"202310","4","9",6969,139091,191335,6194,27062
"202310","3","6",0,206308,0,17581,91098
"202310","34","22",10050,320958,79124,25275,81583
"202310","6","21",0,17451,0,414,1251
"202310","33","20",1716,43153,58440,1717,6624
"202310","29","19",8060,90676,233282,7612,59769
"202310","28","18",5865,184011,133283,10037,69102
"202310","32","17",393,26543,1849,1474,4943
"202310","7","16",719,35085,5265,164,4665
"202310","1","1",61252,2398889,443593,185834,956818
"202310","27","2",51411,1430775,624324,109134,763938
"202310","2","3",10073,320954,88981,25269,107591
"202310","10","4",4668,177417,68978,11432,81116
"202310","30","10",7726,137162,192479,6266,31666
"202311","34","22",9865,322374,79247,25236,82185
"202311","6","21",0,17434,0,422,1259
"202311","33","20",1711,43158,58535,1734,6661
"202311","29","19",7969,90578,233655,7625,59973
"202311","28","18",5801,183998,133490,10053,69353
"202311","32","17",401,26619,1858,1467,4972
"202311","7","16",689,35186,5288,159,4670
"202311","31","15",0,0,1,0,4
"202311","30","10",7676,137231,192812,6234,31813
"202311","4","9",6860,139223,191643,6169,27204
"202311","3","6",0,206695,0,17417,91600
"202311","9","5",5365,166128,75115,10821,76427
"202311","10","4",4571,177421,69207,11387,81411
"202311","2","3",9887,322370,89106,25230,108193
"202311","27","2",51576,1432174,625277,107957,766596
"202311","1","1",61109,2406187,443596,184269,961403
"202312","6","21",0,17421,0,420,1271
"202312","34","22",9662,323264,79424,25231,82796
"202312","29","19",7914,90448,233912,7658,60159
"202312","28","18",5733,183922,133648,10114,69586
"202312","32","17",397,26681,1867,1477,5002
"202312","7","16",713,35218,5297,160,4671
"202312","1","1",60581,2411273,443716,183389,965715
"202312","27","2",51469,1432771,626190,107111,769219
"202312","2","3",9685,323260,89282,25225,108802
"202312","10","4",4534,177322,69368,11397,81703
"202312","9","5",5375,165975,75300,10834,76702
"202312","3","6",0,206884,0,17397,92014
"202312","31","15",0,0,1,0,4
"202312","30","10",7660,137203,193058,6250,31973
"202312","4","9",6809,139257,191863,6181,27364
"202312","33","20",1693,43157,58617,1746,6698
"202401","27","2",52812,1433755,626678,106099,771868
"202401","2","3",9632,324433,89353,25292,109336
"202401","10","4",4725,177335,69441,11349,81971
"202401","9","5",5611,165947,75381,10791,76954
"202401","3","6",,207340,,17264,92443
"202401","4","9",6992,139347,191986,6176,27499
"202401","30","10",7844,137270,193197,6243,32107
"202401","31","15",0,0,1,0,4
"202401","7","16",751,35290,5316,155,4678
"202401","32","17",395,26743,1871,1462,5038
"202401","28","18",5802,183989,133772,10098,69803
"202401","29","19",8049,90430,234088,7637,60329
"202401","33","20",1743,43172,58662,1743,6740
"202401","6","21",,17422,,432,1278
"202401","34","22",9607,324437,79496,25297,83331
"202401","1","1",61713,2418065,443424,182479,969972
"202402","1","1",61513,2422537,443885,181225,974163
"202402","27","2",52780,1434495,627884,104961,774588
"202402","2","3",9517,325150,89536,25342,109812
"202402","10","4",4595,177373,69701,11361,82217
"202402","9","5",5531,165917,75663,10807,77188
"202402","3","6",,207559,,17147,92910
"202402","4","9",6794,139448,192377,6189,27623
"202402","30","10",7642,137331,193632,6250,32238
"202402","31","15",0,0,1,0,4
"202402","7","16",752,35357,5311,149,4684
"202402","32","17",402,26786,1878,1471,5065
"202402","28","18",5704,184011,134025,10106,70019
"202402","29","19",7872,90364,234525,7654,60496
"202402","33","20",1688,43181,58787,1747,6781
"202402","6","21",,17447,,441,1288
"202402","34","22",9493,325155,79677,25347,83808
"202403","1","1",62366,2428872,444360,180347,979035
"202403","27","2",53121,1435221,629199,103994,777511
"202403","2","3",9266,326333,89779,25397,110483
"202403","10","4",4555,177404,69918,11290,82556
"202403","9","5",5547,165843,75932,10745,77516
"202403","3","6",,207776,,17030,93444
"202403","4","9",6671,139534,192736,6160,27809
"202403","30","10",7500,137364,194054,6222,32426
"202403","31","15",0,0,1,0,4
"202403","7","16",739,35442,5303,152,4684
"202403","32","17",421,26829,1897,1465,5108
"202403","28","18",5599,183958,134302,10105,70322
"202403","29","19",7784,90238,234943,7641,60737
"202403","33","20",1713,43167,58862,1749,6835
"202403","6","21",,17457,,446,1298
"202403","34","22",9241,326339,79922,25401,84481
"202404","7","16",719,35516,5304,154,4684
"202404","32","17",441,26891,1902,1462,5141
"202404","28","18",5692,183961,134479,10107,70558
"202404","29","19",7885,90144,235223,7650,60923
"202404","33","20",1695,43163,58958,1765,6872
"202404","6","21",,17479,,446,1310
"202404","34","22",9181,327531,80011,25489,85028
"202404","1","1",63057,2435635,444567,179664,982847
"202404","27","2",53640,1436479,630211,103076,779814
"202404","2","3",9205,327525,89867,25485,111029
"202404","10","4",4542,177415,70074,11308,82806
"202404","9","5",5611,165770,76102,10775,77746
"202404","3","6",,208039,,16937,93855
"202404","4","9",6778,139615,192960,6191,27938
"202404","30","10",7629,137394,194307,6250,32559
"202404","31","15",0,0,1,0,4
"202405","1","1",63111,2441570,445225,179387,986941
"202405","27","2",53481,1437506,631680,102478,782210
"202405","2","3",8912,328740,90100,25603,111602
"202405","10","4",4509,177460,70305,11299,83084
"202405","9","5",5644,165754,76345,10766,78011
"202405","3","6",,208465,,16870,94295
"202405","4","9",6690,139694,193302,6217,28093
"202405","30","10",7526,137459,194676,6274,32717
"202405","31","15",0,0,1,0,4
"202405","7","16",744,35570,5316,154,4687
"202405","32","17",463,26953,1921,1457,5180
"202405","28","18",5580,183980,134723,10132,70792
"202405","29","19",7783,90061,235602,7668,61108
"202405","33","20",1696,43159,59055,1776,6919
"202405","6","21",,17498,,457,1318
"202405","34","22",8890,328746,80242,25607,85601
"202406","1","1",62769,2446826,446085,179309,990966
"202406","27","2",52880,1438300,633388,102029,784576
"202406","2","3",8718,329779,90420,25659,112214
"202406","10","4",4407,177485,70530,11289,83360
"202406","9","5",5599,165678,76612,10769,78272
"202406","3","6",,208750,,16840,94704
"202406","4","9",6561,139776,193648,6222,28232
"202406","30","10",7402,137486,195073,6273,32864
"202406","31","15",0,0,1,0,4
"202406","7","16",764,35620,5334,151,4691
"202406","32","17",478,27013,1938,1466,5213
"202406","28","18",5496,183929,134964,10174,70998
"202406","29","19",7606,89972,236036,7673,61278
"202406","33","20",1623,43154,59177,1794,6947
"202406","6","21",,17570,,457,1327
"202406","34","22",8696,329785,80562,25663,86214
"202407","1","1",62947,2453212,446486,179409,994940
"202407","27","2",52872,1439399,634817,101450,786939
"202407","2","3",8538,330954,90570,25783,112794
"202407","10","4",4273,177555,70731,11312,83606
"202407","9","5",5512,165697,76819,10786,78511
"202407","3","6",,209094,,16825,95091
"202407","4","9",6472,139882,193963,6251,28357
"202407","30","10",7329,137563,195401,6303,32988
"202407","31","15",0,0,1,0,4
"202407","7","16",754,35695,5358,153,4693
"202407","32","17",502,27081,1949,1478,5240
"202407","28","18",5421,183959,135181,10181,71224
"202407","29","19",7534,89933,236370,7657,61458
"202407","33","20",1611,43181,59249,1788,6988
"202407","6","21",,17651,,464,1336
"202407","34","22",8517,330960,80712,25787,86795
"202408","3","6",,209332,,16898,95504
"202408","4","9",6343,139935,194334,6277,28514
"202408","30","10",7220,137548,195821,6329,33147
"202408","31","15",0,0,1,0,4
"202408","7","16",727,35773,5385,150,4698
"202408","32","17",523,27132,1977,1491,5270
"202408","28","18",5287,183940,135449,10213,71488
"202408","29","19",7388,89825,236803,7687,61654
"202408","33","20",1614,43174,59343,1815,7015
"202408","6","21",,17655,,468,1343
"202408","34","22",8340,332152,80920,25891,87467
"202408","1","1",63233,2459013,446860,179164,999535
"202408","27","2",52775,1439909,636285,100993,789604
"202408","2","3",8359,332148,90779,25886,113464
"202408","10","4",4198,177480,70966,11349,83898
"202408","9","5",5475,165534,77116,10819,78791
"202409","3","6",,209485,,16947,95882
"202409","9","5",5490,165355,77357,10857,79040
"202409","34","22",8069,333275,81104,26125,88074
"202409","6","21",,17666,,481,1351
"202409","33","20",1636,43145,59384,1820,7055
"202409","29","19",7327,89656,237110,7713,61842
"202409","28","18",5248,183809,135646,10268,71717
"202409","32","17",568,27175,1993,1500,5298
"202409","7","16",742,35804,5382,155,4698
"202409","31","15",0,0,1,0,4
"202409","30","10",7159,137537,196103,6362,33276
"202409","4","9",6299,139955,194570,6311,28643
"202409","1","1",62897,2463798,447421,179889,1003628
"202409","27","2",52555,1440241,637657,100800,791891
"202409","2","3",8085,333271,90966,26120,114071
"202409","10","4",4209,177353,71155,11379,84161
"202410","33","20",1625,43129,59472,1847,7094
"202410","6","21",,17730,,496,1357
"202410","31","15",0,0,1,0,4
"202410","7","16",678,35859,5386,152,4699
"202410","32","17",562,27242,2020,1503,5338
"202410","28","18",5176,183763,135834,10302,71977
"202410","29","19",7261,89527,237439,7729,62049
"202410","30","10",7149,137513,196431,6406,33431
"202410","4","9",6295,139981,194843,6355,28794
"202410","3","6",,209654,,16993,96292
"202410","9","5",5606,165221,77580,10888,79316
"202410","10","4",4303,177284,71324,11410,84453
"202410","2","3",7864,334383,91122,26421,114706
"202410","27","2",52125,1440996,639034,100510,794258
"202410","1","1",62215,2469040,447928,180597,1007985
"202410","34","22",7848,334388,81259,26425,88712
"202411","6","21",,17773,,495,1368
"202411","4","9",6267,139990,195130,6389,28932
"202411","29","19",7125,89401,237815,7750,62237
"202411","28","18",5068,183709,136060,10357,72213
"202411","32","17",561,27299,2040,1512,5368
"202411","7","16",723,35852,5401,150,4699
"202411","31","15",0,0,1,0,4
"202411","30","10",7108,137496,196755,6441,33567
"202411","3","6",,209848,,17003,96714
"202411","9","5",5536,165103,77847,10958,79561
"202411","10","4",4240,177210,71529,11480,84709
"202411","2","3",7704,335360,91313,26741,115354
"202411","27","2",51008,1441616,640731,100289,796691
"202411","1","1",60642,2473944,448886,181252,1012431
"202411","34","22",7689,335365,81449,26745,89366
"202411","33","20",1620,43107,59560,1862,7141
"202412","3","6",,210030,,17046,97095
"202412","9","5",5485,165033,78066,10999,79815
"202412","10","4",4098,177256,71711,11525,84976
"202412","2","3",7510,336343,91463,27044,115949
"202412","27","2",50195,1442240,642183,100272,799004
"202412","1","1",59539,2478644,449653,182468,1016336
"202412","34","22",7495,336348,81598,27049,89961
"202412","6","21",,17782,,500,1375
"202412","33","20",1593,43090,59624,1889,7178
"202412","29","19",7028,89293,238094,7785,62403
"202412","28","18",5015,183597,136221,10430,72432
"202412","32","17",544,27349,2055,1527,5404
"202412","7","16",776,35897,5367,147,4703
"202412","4","9",6127,140063,195368,6422,29085
"202412","30","10",7008,137506,197017,6474,33719
"202412","31","15",0,0,1,0,4
"202501","33","20",1503,43093,59740,1904,7217
"202501","29","19",6728,89191,238569,7798,62590
"202501","34","22",7198,337145,81854,27509,90469
"202501","1","1",58138,2483131,451083,183708,1020246
"202501","27","2",48841,1442970,644548,100027,801375
"202501","2","3",7211,337139,91721,27505,116456
"202501","10","4",3858,177272,71962,11534,85246
"202501","9","5",5196,164987,78435,11011,80074
"202501","3","6",,210224,,17049,97497
"202501","4","9",5917,140113,195733,6432,29243
"202501","30","10",6803,137511,197415,6483,33880
"202501","31","15",0,0,1,0,4
"202501","7","16",753,35978,5391,145,4706
"202501","32","17",541,27384,2071,1533,5441
"202501","28","18",4783,183543,136503,10470,72677
"202501","6","21",,17775,,509,1384
